cluster_id,h3_cell,lat,lon,violation_count,police_station,primary_violation,heavy_pct,repeat_pct,junction_pct,top_hours,spillover_index,persistence_index,zone_risk_index,zone_type,active_days,burst_days,petrol_pump_reduction,petrol_pump_new_risk,location_sample
499,8960145a3a3ffff,12.949603,77.522766,80,Byatarayanapura,NO PARKING,15.0,21.2,0.0,"[2, 23, 6]",2.48,0.8,3.22,SPORADIC,12,1,9,2.83,"Dr Rajkumar Puniya Bhoomi Road, Azeez Sait Industrial Estate, Nayandahalli, Beng"
1081,8960145b5b3ffff,12.961212,77.567779,18,Chamarajpet,WRONG PARKING,16.7,0.0,100.0,"[1, 2, 22]",3.28,0.6,3.22,SPORADIC,9,0,2,2.83,"Mysore Road, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
776,89618924ac7ffff,12.910665,77.581369,37,J.P. Nagar,WRONG PARKING,2.7,0.0,100.0,"[19, 22, 7]",2.46,0.47,3.21,SPORADIC,7,1,4,2.82,"9th Cross Road, ITI Layout, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 ("
904,8961892436bffff,12.914449,77.609921,26,Mico Layout,NO PARKING,0.0,15.4,100.0,"[0, 6, 7]",1.49,0.87,3.21,SPORADIC,13,1,3,2.82,"7th Cross Road, Ram Sridhar Apartment, BTM Layout Stage 2, Bengaluru, Karnataka."
729,8961892e993ffff,12.975568,77.618079,42,Halasur,NO PARKING,33.3,14.3,0.0,"[23, 22, 2]",3.28,1.2,3.21,SPORADIC,18,1,5,2.82,"Ulsoor Road, HM Gladiolus, Yellappa Chetty Layout, Sivanchetti Gardens, Bengalur"
676,89618925c67ffff,12.933038,77.613242,48,Adugodi,WRONG PARKING,2.1,0.0,100.0,"[9, 12, 5]",1.5,0.8,3.21,SPORADIC,12,0,5,2.82,"17th Main Road, Industrial Layout, Block 5, Koramangala, Bengaluru, Karnataka. P"
505,8960145862fffff,13.002983,77.526025,77,Rajajinagar,PARKING IN A MAIN ROAD,24.7,7.8,0.0,"[5, 6, 23]",2.29,2.33,3.2,SPORADIC,35,2,9,2.82,"Dr Rajkumar Puniya Bhoomi Road, Swatantra Yodhara Nagar, Laggere, Bengaluru, Kar"
712,89618924e97ffff,12.884658,77.596715,43,J.P. Nagar,WRONG PARKING,2.3,34.9,0.0,"[7, 6, 2]",3.68,0.93,3.2,SPORADIC,14,2,5,2.82,"Bannerghatta Main Road, Syndicate Bank Colony, Arakere, Bengaluru, Karnataka. Pi"
740,8961892db63ffff,13.121541,77.613993,40,Yelahanka,WRONG PARKING,65.0,0.0,0.0,"[21, 22, 20]",2.36,0.73,3.19,SPORADIC,11,0,4,2.81,"Bagaluru Main Road, Nitesh Central Park, Vinayak Nagar, Kattigenahalli, Bengalur"
409,896014581cbffff,12.990034,77.503026,114,Kamakshipalya,NO PARKING,3.5,4.4,0.0,"[6, 7, 5]",2.55,3.73,3.19,SEMI-CHRONIC,56,3,13,2.81,"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560"
677,8960145b14bffff,12.998102,77.558094,48,Malleshwaram,WRONG PARKING,0.0,12.5,70.8,"[5, 1, 0]",1.75,0.93,3.19,SPORADIC,14,1,5,2.81,"5th Cross Road, Mariappanapalya, Prakash Nagar, Bengaluru, Karnataka. Pin-560021"
281,8961892cd3bffff,13.024356,77.593319,189,R.T. Nagar,WRONG PARKING,2.1,6.9,0.0,"[6, 22, 0]",1.83,2.13,3.19,SPORADIC,32,2,22,2.81,"10th Main Road, P&T Colony, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
1004,8960145b46fffff,12.987557,77.582568,21,High ground,NO PARKING,0.0,19.0,100.0,"[5, 7, 2]",1.78,0.47,3.19,SPORADIC,7,0,2,2.81,"Crescent Road, Sri Katan Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560001"
313,89618924ec7ffff,12.894957,77.599142,168,J.P. Nagar,NO PARKING,0.0,1.8,0.0,"[1, 0, 22]",2.88,2.4,3.18,SPORADIC,36,2,20,2.8,"Bannerghatta Main Road, Indian Institute of Management, Bengaluru, Karnataka. Pi"
688,8960145a3afffff,12.95123,77.521283,46,Byatarayanapura,NO PARKING,17.4,32.6,0.0,"[19, 2, 6]",2.4,0.53,3.18,SPORADIC,8,1,5,2.8,"Dr Rajkumar Puniya Bhoomi Road, Suvarna Layout, Chandra Layout Stage 1, Bengalur"
368,8960145904fffff,13.056873,77.547044,132,Jalahalli,NO PARKING,3.8,11.4,0.0,"[6, 5, 7]",1.2,3.47,3.17,SEMI-CHRONIC,52,2,15,2.79,"Rajatha Bhavana Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin"
739,89618924adbffff,12.911443,77.587394,40,J.P. Nagar,NO PARKING,2.5,0.0,100.0,"[2, 7, 4]",1.46,1.2,3.17,SPORADIC,18,1,4,2.79,"7th Cross Road, Manjunath Colony, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-56"
277,8961892090bffff,12.937771,77.700364,194,HAL Old Airport,WRONG PARKING,5.7,4.6,0.0,"[0, 3, 1]",1.8,1.8,3.17,SPORADIC,27,2,23,2.79,"Panathur Main Road, High Cliff, Kadubisanahalli, Bengaluru, Karnataka. Pin-56010"
383,89618925e97ffff,12.937335,77.626969,125,Adugodi,WRONG PARKING,0.8,0.0,0.0,"[8, 23, 6]",2.67,4.27,3.17,SEMI-CHRONIC,64,4,15,2.79,"Srinivagilu Main Road, Sony World Junction, Koramangala, Bengaluru, Karnataka. P"
930,8960145b19bffff,12.980754,77.558876,25,Magadi Road,NO PARKING,4.0,0.0,92.0,"[22, 23, 0]",3.17,1.4,3.17,SPORADIC,21,4,3,2.79,"80 Feet Ring Road, SSI Industrial Area, Block 5, Rajaji Nagar, Bengaluru, Karnat"
359,8961892e167ffff,12.993417,77.663427,139,Banaswadi,NO PARKING,7.9,5.0,0.0,"[9, 7, 8]",2.09,2.53,3.17,SPORADIC,38,2,16,2.79,"Kaggadaspura Main Road, Gopalan Grand Mall, Nagavara Palya, CV Raman Nagar, Beng"
1072,89618925c97ffff,12.915718,77.623267,19,Mico Layout,WRONG PARKING,15.8,47.4,0.0,"[21, 6, 4]",3.12,0.73,3.17,SPORADIC,11,1,2,2.79,"Outer Ring Road, Central Silk Board Colony, BTM Layout Stage 2, Bengaluru, Karna"
443,8961892dd8bffff,13.071699,77.633808,100,Hennuru,NO PARKING,8.0,7.0,0.0,"[2, 6, 5]",2.87,2.4,3.16,SPORADIC,36,1,12,2.78,"Thanisandra Main Road, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)"
206,8961892528fffff,12.958557,77.668237,293,HAL Old Airport,WRONG PARKING,1.0,4.1,0.0,"[21, 22, 0]",1.26,1.33,3.16,SPORADIC,20,1,35,2.78,"Suranjan Das Road, HAL Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (I"
960,8960145a283ffff,12.957384,77.552274,23,Chamarajpet,NO PARKING,4.3,8.7,100.0,"[19, 5, 1]",1.87,1.07,3.16,SPORADIC,16,2,2,2.78,"Mysore Road, Valmiki Nagar, Bengaluru, Karnataka. Pin-560026 (India)"
653,8961892096bffff,12.9437,77.697223,51,HAL Old Airport,PARKING IN A MAIN ROAD,25.5,25.5,0.0,"[23, 0, 1]",1.45,1.47,3.16,SPORADIC,22,1,6,2.78,"Outer Ring Road, Bellandur Amanikere, Kadubisanahalli, Bengaluru, Karnataka. Pin"
932,8961892530fffff,12.957375,77.642325,25,Jeevanbheemanagar,NO PARKING,56.0,8.0,16.0,"[4, 22, 1]",2.23,0.93,3.16,SPORADIC,14,1,3,2.78,"2nd Main Road, Ganapathy Colony, Domlur, Bengaluru, Karnataka. Pin-560071 (India"
976,89618925963ffff,12.93982,77.576909,22,Basavanagudi,NO PARKING,13.6,4.5,100.0,"[6, 23, 0]",2.0,0.4,3.15,SPORADIC,6,0,2,2.77,"Old Kanakapura Road, Amugam Circle, Basavanagudi, Bengaluru, Karnataka. Pin-5600"
311,8961892e943ffff,12.994521,77.615596,168,Pulikeshinagar(F.Town),NO PARKING,0.6,7.1,0.0,"[6, 7, 5]",1.12,3.53,3.15,SEMI-CHRONIC,53,2,20,2.77,"Coles Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (Ind"
372,8961892cb57ffff,13.063625,77.590848,129,Kodigehalli,WRONG PARKING,3.9,18.6,0.0,"[6, 1, 7]",1.26,1.8,3.15,SPORADIC,27,1,15,2.77,"20th Main Road, RMS Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (In"
452,89601459e03ffff,13.054692,77.507635,97,Chikkabanavara,NO PARKING,3.1,3.1,0.0,"[5, 6, 21]",3.33,3.27,3.15,SEMI-CHRONIC,49,2,11,2.77,"Hesaraghatta Main Road, Defence Colony, Bagalagunte, Bengaluru, Karnataka. Pin-5"
860,8960145a213ffff,12.961028,77.550881,30,Magadi Road,NO PARKING,10.0,0.0,96.7,"[22, 0, 20]",2.28,0.33,3.15,SPORADIC,5,0,3,2.77,"Shantaveri Gopalagowda Road, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 "
1055,8960145a693ffff,12.939788,77.571392,19,Basavanagudi,NO PARKING,0.0,5.3,100.0,"[23, 1, 21]",3.57,0.53,3.14,SPORADIC,8,0,2,2.76,"Sri DV Gundappa Road, Nattakallappa Circle, Basavanagudi, Bengaluru, Karnataka. "
1042,89618925bafffff,12.950987,77.578585,20,V.V.Puram (C.Pet),WRONG PARKING,5.0,0.0,100.0,"[7, 6, 21]",3.49,0.73,3.14,SPORADIC,11,0,2,2.76,"RV Road, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)"
377,8961892cbc7ffff,13.05868,77.593007,127,Kodigehalli,WRONG PARKING,1.6,14.2,0.0,"[5, 23, 4]",1.78,2.2,3.14,SPORADIC,33,2,15,2.76,"14th Main Road, Kodigehalli Gate Junction, Byatarayanapura, Bengaluru, Karnataka"
341,896189242c3ffff,12.911069,77.644539,149,HSR Layout,NO PARKING,0.0,10.1,0.0,"[4, 5, 7]",2.74,1.13,3.14,SPORADIC,17,1,17,2.76,"19th Main Road, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
911,8960145b5bbffff,12.964454,77.568287,26,Chamarajpet,NO PARKING,3.8,0.0,100.0,"[20, 3, 21]",2.43,1.2,3.13,SPORADIC,18,2,3,2.75,"Dr TCM Royan Road, Jai Bheema Nagar, Cottonpete, Bengaluru, Karnataka. Pin-56005"
1127,8960145b4c3ffff,12.978763,77.599126,17,Cubbon Park,WRONG PARKING,11.8,5.9,100.0,"[1, 5, 2]",2.49,0.67,3.13,SPORADIC,10,1,2,2.75,"Cubbon Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karn"
305,8961892e867ffff,12.999396,77.624938,174,Pulikeshinagar(F.Town),NO PARKING,4.0,6.3,0.0,"[21, 5, 22]",1.79,1.87,3.13,SPORADIC,28,2,20,2.75,"Banaswadi Main Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karna"
448,89618924043ffff,12.896419,77.635457,99,HSR Layout,WRONG PARKING,10.1,7.1,0.0,"[0, 21, 9]",2.97,1.73,3.13,SPORADIC,26,2,11,2.75,"7th Main Road, Papanna Reddy Layout, Garvebhavi Palya, Bengaluru, Karnataka. Pin"
282,89601458083ffff,12.986999,77.519286,189,Kamakshipalya,NO PARKING,2.6,6.9,0.0,"[4, 2, 9]",1.62,1.73,3.13,SPORADIC,26,1,22,2.75,"Dr Rajkumar Puniya Bhoomi Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, K"
367,8961892edc3ffff,12.969975,77.636752,133,Jeevanbheemanagar,NO PARKING,4.5,2.3,0.0,"[6, 2, 5]",2.4,2.87,3.12,SPORADIC,43,2,15,2.75,"12th Main Road, Indiranagar ESI Hospital Junction, Indiranagar, Bengaluru, Karna"
401,89618925133ffff,12.931005,77.632951,119,Adugodi,NO PARKING,4.2,13.4,0.0,"[5, 6, 21]",2.27,1.33,3.12,SPORADIC,20,2,14,2.75,"Srinivagilu Main Road, Prestige Pine Wood, Jakkasandra Extension, Koramangala, B"
283,8961892cd33ffff,13.021294,77.592605,189,R.T. Nagar,WRONG PARKING,0.0,1.1,0.0,"[23, 2, 0]",2.77,1.47,3.12,SPORADIC,22,0,22,2.75,"3rd Main Road, Block 2, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
449,896016901d7ffff,13.191576,77.680845,99,Devanahalli Airport,WRONG PARKING,2.0,14.1,0.0,"[23, 22, 5]",2.48,2.07,3.11,SPORADIC,31,2,11,2.74,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)"
364,8961892728fffff,12.906826,77.696584,135,Bellandur,WRONG PARKING,16.3,3.7,0.0,"[2, 3, 22]",1.98,1.2,3.11,SPORADIC,18,0,16,2.74,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. "
360,896189254a3ffff,12.917236,77.672856,138,Bellandur,WRONG PARKING,8.0,4.3,0.0,"[5, 1, 4]",1.23,3.33,3.11,SEMI-CHRONIC,50,3,16,2.74,"Sarjapura Main Road, Divyasree Elan Homes, Bellandur, Bengaluru, Karnataka. Pin-"
502,8960145b367ffff,13.015843,77.550052,78,Rajajinagar,WRONG PARKING,9.0,3.8,0.0,"[21, 22, 6]",3.19,3.07,3.11,SEMI-CHRONIC,46,1,9,2.74,"1st Main Road, Lumos, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin"
884,89618924a8bffff,12.906328,77.581388,28,J.P. Nagar,NO PARKING,7.1,0.0,100.0,"[2, 1, 4]",1.75,1.13,3.11,SPORADIC,17,3,3,2.74,"Dr Rajkumar Puniya Bhoomi Road, Dharmaraya Circle, JP Nagar Phase 6, Bengaluru, "
465,8960145b6b3ffff,12.991609,77.5939,93,High ground,NO PARKING,2.2,3.2,0.0,"[0, 2, 23]",3.87,2.27,3.1,SPORADIC,34,2,11,2.73,"Millers Road, Dobaispet, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
403,8961892e4a7ffff,12.96902,77.700902,118,HAL Old Airport,NO PARKING,7.6,5.1,0.0,"[4, 2, 3]",2.19,2.47,3.1,SPORADIC,37,1,14,2.73,"Outer Ring Road, Central Avenue, Marathahalli, Bengaluru, Karnataka. Pin-560037 "
847,89618924e7bffff,12.906262,77.59242,30,J.P. Nagar,NO PARKING,3.3,0.0,100.0,"[4, 21, 0]",1.88,1.13,3.1,SPORADIC,17,0,3,2.73,"Dr Rajkumar Puniya Bhoomi Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karn"
901,8960145a6cbffff,12.951483,77.573362,27,V.V.Puram (C.Pet),NO PARKING,0.0,0.0,100.0,"[2, 22, 3]",2.67,0.87,3.1,SPORADIC,13,1,3,2.73,"Jain Temple Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-5600"
445,8961892e92bffff,12.989157,77.603098,100,Shivajinagar,NO PARKING,12.0,11.0,0.0,"[22, 7, 21]",2.05,1.6,3.09,SPORADIC,24,1,12,2.72,"Broadway Road, Sulthangunta, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (In"
442,89601459523ffff,13.022429,77.532712,100,Yeshwanthpura,NO PARKING,16.0,0.0,0.0,"[5, 4, 0]",2.09,3.13,3.09,SEMI-CHRONIC,47,4,12,2.72,"2nd Main Road, Macksons Industrial Estate, Yeshwanthpur, Bengaluru, Karnataka. P"
891,8960145a2dbffff,12.963097,77.559454,27,Magadi Road,NO PARKING,3.7,7.4,100.0,"[0, 22, 5]",1.13,1.13,3.09,SPORADIC,17,1,3,2.72,"JJR Main Road, Tippu Chowk, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (I"
323,89601459477ffff,13.034494,77.557317,158,Yeshwanthpura,WRONG PARKING,5.7,1.9,0.0,"[22, 21, 5]",1.98,2.2,3.09,SPORADIC,33,2,18,2.72,"MS Ramaiah Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka."
837,896189251a3ffff,12.925202,77.634936,31,Adugodi,NO PARKING,22.6,16.1,0.0,"[22, 0, 5]",4.4,0.87,3.08,SPORADIC,13,1,3,2.71,"Sarjapur Marathahalli Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-5"
432,8961892ebc7ffff,13.006784,77.621302,105,Pulikeshinagar(F.Town),NO PARKING,3.8,21.0,0.0,"[5, 18, 23]",1.96,0.47,3.07,SPORADIC,7,0,12,2.7,"Bagalur Road, New Bagalur Layout, Lingarajapuram, Bengaluru, Karnataka. Pin-5600"
977,8960145a647ffff,12.954969,77.566355,22,Basavanagudi,NO PARKING,4.5,0.0,100.0,"[21, 0, 2]",2.89,0.6,3.07,SPORADIC,9,1,2,2.7,"2nd Cross Road, Keshava Shilpa Circle, Kempegowda Nagar, Bengaluru, Karnataka. P"
431,8961892e9c3ffff,12.98697,77.619433,105,Pulikeshinagar(F.Town),NO PARKING,1.9,13.3,0.0,"[5, 6, 4]",1.48,3.07,3.07,SEMI-CHRONIC,46,3,12,2.7,"Professor K Venkatachalam Circle, Venkatachalam Circle, Sivanchetti Gardens, Ben"
459,8961892e90fffff,12.988324,77.608911,95,Pulikeshinagar(F.Town),NO PARKING,0.0,11.6,0.0,"[6, 21, 22]",3.44,1.2,3.07,SPORADIC,18,1,11,2.7,"Narayana Pillai Street, Nehru Puram, Shivaji Nagar, Bengaluru, Karnataka. Pin-56"
326,8961892e057ffff,12.99596,77.694738,155,Mahadevapura,NO PARKING,1.3,10.3,0.0,"[2, 3, 5]",1.13,2.27,3.06,SPORADIC,34,2,18,2.69,"Whitefield Road, VR Mall, Dyavasandra Industrial Estate Phase 2, Mahadevapura, B"
331,8961892cbcfffff,13.062748,77.592543,152,Kodigehalli,WRONG PARKING,3.3,7.9,0.0,"[8, 7, 0]",1.06,2.67,3.06,SPORADIC,40,3,18,2.69,"20th Main Road, Block G, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India"
512,89618926633ffff,12.841272,77.676088,75,Electronic City,PARKING IN A MAIN ROAD,9.3,10.7,0.0,"[6, 3, 11]",3.29,1.2,3.06,SPORADIC,18,3,9,2.69,"Hosur Road, Pramuk Aqua Heights, Electronic City, Bengaluru, Karnataka. Pin-5601"
1146,8960145a14fffff,12.942849,77.525612,16,Byatarayanapura,WRONG PARKING,25.0,0.0,87.5,"[21, 5, 19]",2.49,0.73,3.06,SPORADIC,11,1,1,2.69,"Mysore Road, Pantharapalya, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (Indi"
981,8960145a28bffff,12.958883,77.553617,22,Magadi Road,NO PARKING,13.6,0.0,100.0,"[21, 2, 7]",1.81,0.67,3.06,SPORADIC,10,1,2,2.69,"Shantaveri Gopalagowda Road, Mominpura, Old Guddadahalli, Bengaluru, Karnataka. "
444,89618925343ffff,12.962208,77.649126,100,Jeevanbheemanagar,NO PARKING,8.0,21.0,0.0,"[23, 4, 0]",0.73,1.8,3.06,SPORADIC,27,1,12,2.69,"5th Main Road, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)"
260,896014581cfffff,12.989284,77.500549,209,Kamakshipalya,NO PARKING,0.5,2.4,0.0,"[5, 6, 1]",1.4,2.0,3.05,SPORADIC,30,1,25,2.68,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin"
1041,8961892c983ffff,13.030245,77.587038,20,Kodigehalli,WRONG PARKING,25.0,25.0,0.0,"[4, 22, 23]",4.35,0.53,3.05,SPORADIC,8,1,2,2.68,"Bellary Road, TP Venugopal Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pi"
1051,8960145b327ffff,13.008097,77.546022,19,Rajajinagar,WRONG PARKING,0.0,5.3,100.0,"[6, 7, 0]",3.0,0.53,3.05,SPORADIC,8,1,2,2.68,"12th Cross Road, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)"
441,8961892cd23ffff,13.02341,77.592418,101,R.T. Nagar,WRONG PARKING,1.0,2.0,0.0,"[2, 0, 6]",4.26,1.13,3.04,SPORADIC,17,1,12,2.68,"RT Nagar Main Road, KHM Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (In"
439,8961892191bffff,12.98651,77.733637,101,Whitefield,NO PARKING,1.0,7.9,0.0,"[22, 5, 0]",2.82,2.07,3.04,SPORADIC,31,2,12,2.68,"Pattandur Agrahara Road, Harman Campus, EOIZ Industrial Area, Whitefield, Bengal"
584,89618924233ffff,12.907925,77.628615,61,HSR Layout,WRONG PARKING,26.2,14.8,0.0,"[5, 6, 21]",1.76,0.93,3.04,SPORADIC,14,1,7,2.68,"Hosur Road, Bommanahalli Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 "
749,89618920bc3ffff,12.956126,77.711773,39,HAL Old Airport,WRONG PARKING,43.6,2.6,0.0,"[21, 1, 2]",3.01,1.0,3.04,SPORADIC,15,2,4,2.68,"HAL Airport Road, Maangalya Suryodaya, Silver Spring Layout, Munnekolala, Bengal"
580,8961892e063ffff,12.999474,77.687549,61,Mahadevapura,WRONG PARKING,4.9,24.6,0.0,"[5, 21, 0]",1.87,2.0,3.04,SPORADIC,30,2,7,2.68,"Whitefield Road, Indian Oil Campus, Mahadevapura, Bengaluru, Karnataka. Pin-5600"
477,8961892522bffff,12.96682,77.658289,88,Jeevanbheemanagar,NO PARKING,14.8,14.8,0.0,"[2, 0, 4]",1.82,0.8,3.04,SPORADIC,12,1,10,2.68,"1st Cross Road, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)"
1087,89618924ad3ffff,12.910174,77.587671,18,J.P. Nagar,NO PARKING,0.0,0.0,100.0,"[22, 0, 2]",3.5,0.8,3.03,SPORADIC,12,1,2,2.67,"21st Main Road, Marenahalli Palya, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-5"
473,8960145b013ffff,12.991262,77.574887,89,Sheshadripuram,NO PARKING,5.6,12.4,0.0,"[3, 1, 23]",1.46,3.07,3.03,SEMI-CHRONIC,46,2,10,2.67,"J Lingaiah Road, Unishire Pratyaksh, Kumara Park West, Seshadripuram, Bengaluru,"
1112,8961892614bffff,12.840601,77.64405,17,Electronic City,NO PARKING,76.5,17.6,0.0,"[21, 20]",0.69,0.27,3.03,SPORADIC,4,0,2,2.67,"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-56"
778,8960145b507ffff,12.970525,77.565569,36,Magadi Road,WRONG PARKING,55.6,0.0,5.6,"[5, 23, 6]",2.29,0.6,3.03,SPORADIC,9,1,4,2.67,"Binny Mill Main Road, SBI Flats Binnyston Gardens, Magadi Road Area, Bengaluru, "
350,8960145940fffff,13.03308,77.558405,142,Yeshwanthpura,NO PARKING,0.0,7.0,0.0,"[4, 23, 5]",2.66,0.93,3.03,SPORADIC,14,1,17,2.67,"MS Ramaiah Road, Mattikere Layout, Mathikere Extension, Bengaluru, Karnataka. Pi"
745,89618924217ffff,12.907359,77.635098,39,HSR Layout,WRONG PARKING,33.3,7.7,0.0,"[23, 5, 8]",3.05,1.4,3.03,SPORADIC,21,2,4,2.67,"Hosapalya Main Road, Salarpuria Serenity, Sector 7, HSR Layout, Bengaluru, Karna"
554,89618920aa7ffff,12.955511,77.718025,66,Whitefield,WRONG PARKING,12.1,7.6,0.0,"[0, 5, 4]",2.88,2.27,3.02,SPORADIC,34,2,7,2.66,"HAL Airport Road, DSR Vertex Apex, Thubarahalli, Bengaluru, Karnataka. Pin-56006"
693,896189253cbffff,12.959083,77.65432,45,Jeevanbheemanagar,NO PARKING,20.0,8.9,0.0,"[1, 3, 23]",3.44,1.8,3.02,SPORADIC,27,2,5,2.66,"Nanja Raja Reddy Colony Main Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru"
666,89618925c27ffff,12.925781,77.608774,49,Mico Layout,PARKING IN A MAIN ROAD,42.9,8.2,0.0,"[6, 7, 21]",0.94,1.87,3.02,SPORADIC,28,3,5,2.66,"Thavarekere Main Road, Brindavan Nagar, Sadduguntepalya, Bengaluru, Karnataka. P"
812,896014584cfffff,12.980405,77.537387,33,Magadi Road,WRONG PARKING,21.2,3.0,48.5,"[22, 5, 21]",2.21,1.2,3.02,SPORADIC,18,1,3,2.66,"G Narayana Kumar Road, Birla Tisya, Agrahara Dasarahalli, Bengaluru, Karnataka. "
771,8960145b4d3ffff,12.975971,77.601254,37,Cubbon Park,NO PARKING,10.8,18.9,13.5,"[1, 3, 5]",3.13,1.2,3.02,SPORADIC,18,1,4,2.66,"Museum Cross Road, Empire Juice Junction, Shanthala Nagar, Bengaluru, Karnataka."
520,8961892cb8bffff,13.057598,77.592625,72,Kodigehalli,WRONG PARKING,4.2,6.9,0.0,"[6, 5, 7]",3.29,2.53,3.02,SPORADIC,38,2,8,2.66,"Kodigehalli Main Road, Brigade Opus, Hebbal, Bengaluru, Karnataka. Pin-560092 (I"
506,8961892e683ffff,12.993072,77.717084,77,Mahadevapura,WRONG PARKING,15.6,3.9,0.0,"[22, 8, 5]",2.62,2.0,3.01,SPORADIC,30,2,9,2.65,"Hoodi Main Road, Hoodi Circle, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)"
1168,8961892432fffff,12.906055,77.602335,15,Mico Layout,NO PARKING,6.7,0.0,100.0,"[1, 0, 23]",3.2,0.87,3.0,SPORADIC,13,2,1,2.64,"6th Cross Road, Kalyani Trident, Dollars Colony, BTM Layout Stage 2, Bengaluru, "
490,8961892abbbffff,13.054504,77.763088,84,K.R. Pura,WRONG PARKING,8.3,0.0,0.0,"[5, 6, 2]",4.03,1.27,3.0,SPORADIC,19,1,10,2.64,"MBT Road, Bridge Signature Tower, Sannatammanahalli, Bengaluru, Karnataka. Pin-5"
430,8960145a133ffff,12.931902,77.515659,105,Kengeri,NO PARKING,1.0,1.9,0.0,"[6, 2, 4]",3.07,2.33,3.0,SPORADIC,35,3,12,2.64,"Sri Sri Sri Tiruchi Mahaswamiji Road, Ideal Home Township, Rajarajeshwari Nagar,"
931,89618924a3bffff,12.912671,77.57268,25,K.S. Layout,NO PARKING,4.0,4.0,100.0,"[21, 22, 1]",1.37,0.87,3.0,SPORADIC,13,1,3,2.64,"Konanakunte Main Road, Vivekanand Colony, Banashankari Stage 2, Bengaluru, Karna"
413,896016964b3ffff,13.072567,77.590266,111,Kodigehalli,WRONG PARKING,2.7,11.7,0.0,"[4, 5, 1]",2.07,1.33,3.0,SPORADIC,20,1,13,2.64,"Sahakar Nagar Road, L&T Realty Elara Celestia, Byatarayanapura, Bengaluru, Karna"
466,89618924c5bffff,12.88189,77.595875,92,J.P. Nagar,WRONG PARKING,10.9,0.0,0.0,"[1, 2, 4]",2.11,3.33,3.0,SEMI-CHRONIC,50,2,11,2.64,"Bannerghatta Main Road, Vijay Shree Layout, Hulimavu, Bengaluru, Karnataka. Pin-"
556,896189255a3ffff,12.911777,77.651671,65,HSR Layout,NO PARKING,0.0,12.3,0.0,"[5, 6, 1]",3.8,1.6,3.0,SPORADIC,24,2,7,2.64,"17th Cross Road, Parangipalya, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-5"
316,89601459eafffff,13.047115,77.500988,163,Peenya,WRONG PARKING,0.6,11.0,0.0,"[22, 20, 6]",1.54,0.73,3.0,SPORADIC,11,1,19,2.64,"Mumbai Bengaluru Highway, Sobha Garrison, Nagasandra, Bengaluru, Karnataka. Pin-"
