vehicle_number,vehicle_type,offense_count,primary_violation,police_stations,first_offense,last_offense,fine_tier,illustrative_fine,is_watchlist_30d
FKN00GL26683,SCOOTER,3,NO PARKING,Basavanagudi,2024-02-08,2024-03-01,HIGH,1500,1
FKN00GL26684,SCOOTER,3,NO PARKING,Basavanagudi,2024-01-17,2024-02-08,HIGH,1500,1
FKN00GL26685,MOTOR CYCLE,3,NO PARKING,Basavanagudi,2024-01-18,2024-02-08,HIGH,1500,1
FKN00GL29965,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Mahadevapura, Banaswadi",2023-11-12,2024-03-31,HIGH,1500,0
FKN00GL29994,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Bellandur",2023-12-04,2024-03-31,HIGH,1500,0
FKN00GL30005,MOTOR CYCLE,3,NO PARKING,Kodigehalli,2023-12-31,2024-02-09,HIGH,1500,0
FKN00GL30024,PASSENGER AUTO,3,WRONG PARKING,"K.R. Pura, HAL Old Airport, Mahadevapura",2023-12-13,2024-02-09,HIGH,1500,0
FKN00GL30026,PRIVATE BUS,3,WRONG PARKING,Upparpet,2024-01-30,2024-02-13,HIGH,1500,1
FKN00GL30038,PASSENGER AUTO,3,NO PARKING,"Hebbala, Upparpet",2023-11-29,2024-03-26,HIGH,1500,0
FKN00GL30047,MOTOR CYCLE,3,NO PARKING,Upparpet,2024-03-18,2024-03-31,HIGH,1500,1
FKN00GL2664,MAXI-CAB,3,WRONG PARKING,"City Market, HAL Old Airport, Magadi Road",2024-03-15,2024-03-19,HIGH,1500,1
FKN00GL26642,SCOOTER,3,WRONG PARKING,"Malleshwaram, Magadi Road",2024-02-08,2024-03-14,HIGH,1500,0
FKN00GL26645,CAR,3,NO PARKING,Upparpet,2024-02-08,2024-03-27,HIGH,1500,0
FKN00GL26427,CAR,3,NO PARKING,Yelahanka,2024-01-30,2024-02-08,HIGH,1500,1
FKN00GL26450,PASSENGER AUTO,3,PARKING IN A MAIN ROAD,"Mahadevapura, HAL Old Airport",2023-11-14,2024-02-08,HIGH,1500,0
FKN00GL30074,CAR,3,WRONG PARKING,Rajajinagar,2024-01-19,2024-02-15,HIGH,1500,1
FKN00GL30099,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Chamarajpet",2023-12-12,2024-03-30,HIGH,1500,0
FKN00GL30121,MOTOR CYCLE,3,NO PARKING,Ashok Nagar,2023-12-15,2024-03-29,HIGH,1500,0
FKN00GL30156,PASSENGER AUTO,3,NO PARKING,"Yeshwanthpura, Upparpet, City Market",2023-12-25,2024-03-18,HIGH,1500,0
FKN00GL30181,CAR,3,NO PARKING,Adugodi,2024-03-06,2024-03-30,HIGH,1500,1
FKN00GL30185,CAR,3,NO PARKING,Adugodi,2024-02-09,2024-02-09,HIGH,1500,1
FKN00GL30199,SCOOTER,3,NO PARKING,Yeshwanthpura,2024-03-17,2024-03-28,HIGH,1500,1
FKN00GL3020,MOTOR CYCLE,3,WRONG PARKING,Vijayanagara,2023-12-16,2024-01-29,HIGH,1500,0
FKN00GL2989,CAR,3,WRONG PARKING,"Upparpet, Sheshadripuram, Adugodi",2023-11-27,2024-02-17,HIGH,1500,0
FKN00GL29892,CAR,3,NO PARKING,"Jeevanbheemanagar, Mahadevapura",2024-01-29,2024-03-31,HIGH,1500,0
FKN00GL26686,MOTOR CYCLE,3,NO PARKING,Basavanagudi,2024-02-08,2024-02-15,HIGH,1500,1
FKN00GL26385,PASSENGER AUTO,3,WRONG PARKING,City Market,2024-02-08,2024-02-13,HIGH,1500,1
FKN00GL26467,SCOOTER,3,WRONG PARKING,Kodigehalli,2024-02-08,2024-02-08,HIGH,1500,1
FKN00GL26473,SCOOTER,3,WRONG PARKING,Hulimavu,2024-03-13,2024-03-13,HIGH,1500,1
FKN00GL26475,SCOOTER,3,WRONG PARKING,"Sadashivanagar, Shivajinagar",2023-12-20,2024-03-31,HIGH,1500,0
FKN00GL26498,CAR,3,WRONG PARKING,Rajajinagar,2023-12-25,2024-03-08,HIGH,1500,0
FKN00GL26349,PASSENGER AUTO,3,NO PARKING,"Bellandur, HAL Old Airport, Whitefield",2024-01-17,2024-02-08,HIGH,1500,1
FKN00GL26351,PASSENGER AUTO,3,NO PARKING,"City Market, Sheshadripuram",2024-02-08,2024-03-22,HIGH,1500,0
FKN00GL30287,SCOOTER,3,WRONG PARKING,Vijayanagara,2024-02-09,2024-03-20,HIGH,1500,0
FKN00GL3035,CAR,3,WRONG PARKING,"Malleshwaram, Upparpet",2023-11-14,2024-03-28,HIGH,1500,0
FKN00GL30351,CAR,3,WRONG PARKING,Halasur,2024-02-04,2024-03-02,HIGH,1500,1
FKN00GL3036,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-18,2024-03-13,HIGH,1500,0
FKN00GL30360,SCOOTER,3,NO PARKING,Magadi Road,2024-01-29,2024-03-09,HIGH,1500,0
FKN00GL30394,SCOOTER,3,NO PARKING,Hebbala,2024-01-17,2024-02-10,HIGH,1500,1
FKN00GL2655,SCOOTER,3,NO PARKING,Vijayanagara,2023-12-01,2023-12-28,HIGH,1500,1
FKN00GL2658,PASSENGER AUTO,3,WRONG PARKING,"K.R. Pura, Shivajinagar",2024-02-20,2024-03-15,HIGH,1500,1
FKN00GL26593,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2024-01-03,2024-03-13,HIGH,1500,0
FKN00GL26014,CAR,3,WRONG PARKING,Malleshwaram,2024-03-30,2024-03-31,HIGH,1500,1
FKN00GL26028,HGV,3,WRONG PARKING,Upparpet,2023-12-11,2024-03-07,HIGH,1500,0
FKN00GL26040,PASSENGER AUTO,3,NO PARKING,Wilson Garden,2023-11-21,2024-03-30,HIGH,1500,0
FKN00GL30468,SCOOTER,3,NO PARKING,Adugodi,2024-01-19,2024-02-09,HIGH,1500,1
FKN00GL30487,MAXI-CAB,3,WRONG PARKING,"Shivajinagar, Upparpet",2024-01-21,2024-03-30,HIGH,1500,0
FKN00GL30514,SCOOTER,3,NO PARKING,Hulimavu,2024-02-10,2024-02-24,HIGH,1500,1
FKN00GL30519,PASSENGER AUTO,3,WRONG PARKING,Malleshwaram,2024-01-20,2024-02-10,HIGH,1500,1
FKN00GL30211,CAR,3,WRONG PARKING,Bellandur,2023-11-28,2023-11-28,HIGH,1500,1
FKN00GL30213,CAR,3,NO PARKING,Adugodi,2024-02-09,2024-02-09,HIGH,1500,1
FKN00GL26248,CAR,3,NO PARKING,Malleshwaram,2024-03-31,2024-03-31,HIGH,1500,1
FKN00GL26273,PASSENGER AUTO,3,NO PARKING,Banaswadi,2024-01-20,2024-02-08,HIGH,1500,1
FKN00GL26295,PASSENGER AUTO,3,NO PARKING,"Mahadevapura, Upparpet",2024-02-08,2024-03-12,HIGH,1500,0
FKN00GL26327,MOTOR CYCLE,3,WRONG PARKING,Upparpet,2024-03-12,2024-03-12,HIGH,1500,1
FKN00GL26338,PASSENGER AUTO,3,NO PARKING,"K.R. Pura, Bellandur, Mahadevapura",2023-12-07,2024-03-24,HIGH,1500,0
FKN00GL26372,CAR,3,PARKING IN A MAIN ROAD,"HAL Old Airport, Jeevanbheemanagar",2024-02-20,2024-03-13,HIGH,1500,1
FKN00GL26377,SCOOTER,3,NO PARKING,Shivajinagar,2024-01-18,2024-02-08,HIGH,1500,1
FKN00GL26090,CAR,3,NO PARKING,Chikkajala,2024-02-07,2024-03-01,HIGH,1500,1
FKN00GL26092,CAR,3,PARKING IN A MAIN ROAD,Chikkajala,2024-02-07,2024-03-31,HIGH,1500,0
FKN00GL26106,CAR,3,NO PARKING,Chikkajala,2024-02-07,2024-03-14,HIGH,1500,0
FKN00GL2611,SCOOTER,3,NO PARKING,K.R. Pura,2024-03-15,2024-03-15,HIGH,1500,1
FKN00GL25943,SCOOTER,3,NO PARKING,HAL Old Airport,2024-01-16,2024-02-24,HIGH,1500,0
FKN00GL3059,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-02-06,2024-03-13,HIGH,1500,0
FKN00GL30630,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Hulimavu, HSR Layout",2023-11-14,2024-03-30,HIGH,1500,0
FKN00GL30647,SCOOTER,3,NO PARKING,Magadi Road,2024-02-10,2024-02-11,HIGH,1500,1
FKN00GL30672,SCOOTER,3,NO PARKING,Magadi Road,2024-02-10,2024-03-04,HIGH,1500,1
FKN00GL30719,CAR,3,NO PARKING,Malleshwaram,2024-03-11,2024-03-18,HIGH,1500,1
FKN00GL30720,SCOOTER,3,WRONG PARKING,Sheshadripuram,2023-12-22,2024-02-16,HIGH,1500,0
FKN00GL30428,CAR,3,NO PARKING,Shivajinagar,2024-03-30,2024-04-04,HIGH,1500,1
FKN00GL30444,CAR,3,WRONG PARKING,Malleshwaram,2023-11-16,2024-03-27,HIGH,1500,0
FKN00GL26143,CAR,3,NO PARKING,"HAL Old Airport, Malleshwaram",2024-01-17,2024-02-09,HIGH,1500,1
FKN00GL26149,SCOOTER,3,NO PARKING,Magadi Road,2023-11-13,2023-11-30,HIGH,1500,1
FKN00GL26161,FACTORY BUS,3,PARKING IN A MAIN ROAD,HAL Old Airport,2023-11-18,2024-02-07,HIGH,1500,0
FKN00GL25895,SCOOTER,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-01-16,2024-02-07,HIGH,1500,1
FKN00GL25914,SCOOTER,3,NO PARKING,HAL Old Airport,2024-01-18,2024-02-16,HIGH,1500,1
FKN00GL2569,CAR,3,NO PARKING,"Upparpet, Shivajinagar",2023-12-01,2024-01-15,HIGH,1500,0
FKN00GL30745,SCOOTER,3,WRONG PARKING,Sheshadripuram,2024-02-10,2024-03-15,HIGH,1500,0
FKN00GL30748,SCOOTER,3,NO PARKING,Sheshadripuram,2024-01-11,2024-02-14,HIGH,1500,0
FKN00GL30803,MOTOR CYCLE,3,NO PARKING,Upparpet,2024-03-18,2024-03-18,HIGH,1500,1
FKN00GL25946,MOTOR CYCLE,3,NO PARKING,Sadashivanagar,2024-03-30,2024-04-02,HIGH,1500,1
FKN00GL25949,MOTOR CYCLE,3,NO PARKING,HAL Old Airport,2024-01-17,2024-02-07,HIGH,1500,1
FKN00GL25959,MOPED,3,NO PARKING,Kodigehalli,2024-02-07,2024-02-19,HIGH,1500,1
FKN00GL25986,PASSENGER AUTO,3,NO PARKING,Upparpet,2024-02-15,2024-04-07,HIGH,1500,0
FKN00GL25996,SCOOTER,3,NO PARKING,HAL Old Airport,2023-11-17,2024-02-07,HIGH,1500,0
FKN00GL25999,CAR,3,WRONG PARKING,Malleshwaram,2024-03-30,2024-03-31,HIGH,1500,1
FKN00GL25847,MAXI-CAB,3,NO PARKING,"Upparpet, Chikkajala",2023-11-19,2024-03-30,HIGH,1500,0
FKN00GL25850,LGV,3,NO PARKING,Upparpet,2024-03-29,2024-03-31,HIGH,1500,1
FKN00GL2586,PASSENGER AUTO,3,WRONG PARKING,K.R. Pura,2023-12-01,2024-02-28,HIGH,1500,0
FKN00GL26063,CAR,3,NO PARKING,"Wilson Garden, Madiwala, Mico Layout",2024-03-22,2024-03-30,HIGH,1500,1
FKN00GL25805,PASSENGER AUTO,3,NO PARKING,Mahadevapura,2023-11-15,2024-02-07,HIGH,1500,0
FKN00GL25835,CAR,3,PARKING IN A MAIN ROAD,"HAL Old Airport, Hebbala",2024-02-07,2024-02-23,HIGH,1500,1
FKN00GL25530,SCOOTER,3,WRONG PARKING,"Vijayanagara, Upparpet",2023-11-10,2024-02-06,HIGH,1500,0
FKN00GL25558,SCOOTER,3,NO PARKING,"Yeshwanthpura, Rajajinagar, Ashok Nagar",2023-12-11,2024-04-08,HIGH,1500,0
FKN00GL30871,CAR,3,WRONG PARKING,Vijayanagara,2023-11-28,2024-02-10,HIGH,1500,0
FKN00GL30928,MAXI-CAB,3,WRONG PARKING,HAL Old Airport,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL30935,PASSENGER AUTO,3,WRONG PARKING,"Shivajinagar, Malleshwaram, Vijayanagara",2023-12-15,2024-03-31,HIGH,1500,0
FKN00GL30954,MOTOR CYCLE,3,WRONG PARKING,Shivajinagar,2023-11-27,2024-04-01,HIGH,1500,0
FKN00GL30958,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-01-04,2024-02-11,HIGH,1500,0
FKN00GL30735,JEEP,3,NO PARKING,Malleshwaram,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL30736,CAR,3,NO PARKING,Malleshwaram,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL30737,SCOOTER,3,NO PARKING,Vijayanagara,2023-11-13,2024-03-31,HIGH,1500,0
FKN00GL25873,CAR,3,WRONG PARKING,"Shivajinagar, HAL Old Airport",2024-01-17,2024-03-31,HIGH,1500,0
FKN00GL25881,BUS (BMTC/KSRTC),3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-02-07,2024-02-08,HIGH,1500,1
FKN00GL25884,CAR,3,NO PARKING,"Halasur, Pulikeshinagar(F.Town)",2024-01-09,2024-03-16,HIGH,1500,0
FKN00GL25888,LGV,3,WRONG PARKING,"K.S. Layout, Sadashivanagar",2024-02-07,2024-02-23,HIGH,1500,1
FKN00GL25569,CAR,3,NO PARKING,Yeshwanthpura,2024-02-06,2024-02-06,HIGH,1500,1
FKN00GL25570,CAR,3,NO PARKING,Yeshwanthpura,2024-02-06,2024-02-06,HIGH,1500,1
FKN00GL25575,PASSENGER AUTO,3,WRONG PARKING,"Shivajinagar, City Market, Upparpet",2023-12-12,2024-03-30,HIGH,1500,0
FKN00GL2558,LGV,3,WRONG PARKING,HSR Layout,2023-12-01,2023-12-06,HIGH,1500,1
FKN00GL25590,MOTOR CYCLE,3,WRONG PARKING,Shivajinagar,2024-02-06,2024-02-23,HIGH,1500,1
FKN00GL25664,CAR,3,WRONG PARKING,Malleshwaram,2023-12-01,2024-04-06,HIGH,1500,0
FKN00GL31007,PASSENGER AUTO,3,WRONG PARKING,K.R. Pura,2024-02-09,2024-03-04,HIGH,1500,1
FKN00GL31028,MOTOR CYCLE,3,NO PARKING,"Upparpet, City Market",2023-12-31,2024-04-01,HIGH,1500,0
FKN00GL31036,CAR,3,NO PARKING,"Electronic City, Chikkajala",2024-01-31,2024-03-31,HIGH,1500,0
FKN00GL31037,PASSENGER AUTO,3,WRONG PARKING,Upparpet,2023-11-21,2024-03-30,HIGH,1500,0
FKN00GL31041,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-02-10,2024-04-08,HIGH,1500,0
FKN00GL31074,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-27,2024-04-01,HIGH,1500,0
FKN00GL31075,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-04-01,2024-04-07,HIGH,1500,1
FKN00GL31081,SCOOTER,3,NO PARKING,"Basavanagudi, Chamarajpet",2023-12-21,2024-03-31,HIGH,1500,0
FKN00GL25700,PASSENGER AUTO,3,WRONG PARKING,"Shivajinagar, City Market",2024-01-01,2024-03-30,HIGH,1500,0
FKN00GL25720,PASSENGER AUTO,3,NO PARKING,"Shivajinagar, Banaswadi, Upparpet",2023-12-28,2024-03-30,HIGH,1500,0
FKN00GL31084,SCOOTER,3,NO PARKING,Kodigehalli,2024-02-10,2024-02-14,HIGH,1500,1
FKN00GL25474,SCOOTER,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-01-17,2024-02-05,HIGH,1500,1
FKN00GL25481,CAR,3,NO PARKING,Upparpet,2024-02-05,2024-02-12,HIGH,1500,1
FKN00GL31101,MOTOR CYCLE,3,WRONG PARKING,"Kodigehalli, HAL Old Airport",2023-12-10,2024-02-10,HIGH,1500,0
FKN00GL31103,CAR,3,NO PARKING,Magadi Road,2023-12-26,2024-02-13,HIGH,1500,0
FKN00GL31104,CAR,3,NO PARKING,Malleshwaram,2023-11-11,2024-03-09,HIGH,1500,0
FKN00GL31105,CAR,3,NO PARKING,Jalahalli,2024-02-09,2024-03-19,HIGH,1500,0
FKN00GL31114,MOTOR CYCLE,3,NO PARKING,Upparpet,2024-03-31,2024-04-03,HIGH,1500,1
FKN00GL31116,MOTOR CYCLE,3,NO PARKING,Kodigehalli,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL31130,PASSENGER AUTO,3,NO PARKING,Magadi Road,2023-12-01,2024-04-01,HIGH,1500,0
FKN00GL31146,CAR,3,WRONG PARKING,Upparpet,2023-11-19,2024-03-13,HIGH,1500,0
FKN00GL31148,CAR,3,NO PARKING,"Vijayanagara, Rajajinagar",2024-02-10,2024-02-13,HIGH,1500,1
FKN00GL31177,SCOOTER,3,WRONG PARKING,High ground,2023-11-17,2023-12-01,HIGH,1500,1
FKN00GL30976,CAR,3,WRONG PARKING,"Ashok Nagar, Shivajinagar, Chikkajala",2024-02-10,2024-04-03,HIGH,1500,0
FKN00GL30985,SCOOTER,3,NO PARKING,Upparpet,2023-12-16,2024-04-02,HIGH,1500,0
FKN00GL25568,CAR,3,NO PARKING,Yeshwanthpura,2024-02-06,2024-02-06,HIGH,1500,1
FKN00GL25098,PASSENGER AUTO,3,NO PARKING,Sheshadripuram,2024-01-31,2024-02-07,HIGH,1500,1
FKN00GL25105,CAR,3,NO PARKING,"Malleshwaram, Yeshwanthpura, Shivajinagar",2023-11-12,2024-03-17,HIGH,1500,0
FKN00GL25389,SCOOTER,3,NO PARKING,"Magadi Road, Vijayanagara",2024-01-30,2024-02-15,HIGH,1500,1
FKN00GL25391,MOTOR CYCLE,3,WRONG PARKING,City Market,2023-11-13,2024-02-04,HIGH,1500,0
FKN00GL25396,CAR,3,NO PARKING,HAL Old Airport,2023-12-15,2024-02-05,HIGH,1500,0
FKN00GL25434,CAR,3,NO PARKING,"Malleshwaram, Vijayanagara, Upparpet",2023-11-15,2024-03-20,HIGH,1500,0
FKN00GL25205,SCOOTER,3,NO PARKING,"Halasuru Gate, Upparpet",2024-02-05,2024-02-25,HIGH,1500,1
FKN00GL25245,CAR,3,PARKING IN A MAIN ROAD,"Banaswadi, Chikkajala, HAL Old Airport",2024-02-05,2024-02-23,HIGH,1500,1
FKN00GL31190,MOTOR CYCLE,3,WRONG PARKING,Malleshwaram,2024-03-31,2024-04-07,HIGH,1500,1
FKN00GL31225,SCOOTER,3,WRONG PARKING,Rajajinagar,2023-12-19,2024-02-10,HIGH,1500,0
FKN00GL31234,PASSENGER AUTO,3,WRONG PARKING,K.R. Pura,2023-12-01,2024-02-10,HIGH,1500,0
FKN00GL31244,SCOOTER,3,WRONG PARKING,Kodigehalli,2024-02-10,2024-02-13,HIGH,1500,1
FKN00GL31249,SCOOTER,3,NO PARKING,Kodigehalli,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL31280,MOTOR CYCLE,3,NO PARKING,HAL Old Airport,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL3129,SCOOTER,3,NO PARKING,High ground,2023-12-02,2024-01-29,HIGH,1500,0
FKN00GL31082,SCOOTER,3,NO PARKING,Kodigehalli,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL31335,CAR,3,PARKING IN A MAIN ROAD,"Vijayanagara, Rajajinagar",2024-02-10,2024-02-26,HIGH,1500,1
FKN00GL25116,CAR,3,WRONG PARKING,"Malleshwaram, HAL Old Airport",2024-01-19,2024-02-16,HIGH,1500,1
FKN00GL25134,CAR,3,NO PARKING,"R.T. Nagar, Kodigehalli",2024-02-05,2024-03-26,HIGH,1500,0
FKN00GL25141,SCOOTER,3,WRONG PARKING,Upparpet,2024-01-14,2024-02-05,HIGH,1500,1
FKN00GL25147,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-23,2024-02-26,HIGH,1500,0
FKN00GL25202,PASSENGER AUTO,3,WRONG PARKING,Mahadevapura,2024-01-08,2024-02-05,HIGH,1500,1
FKN00GL24959,SCOOTER,3,WRONG PARKING,Upparpet,2024-02-07,2024-02-13,HIGH,1500,1
FKN00GL31343,MOTOR CYCLE,3,WRONG PARKING,Malleshwaram,2024-04-01,2024-04-01,HIGH,1500,1
FKN00GL31350,SCOOTER,3,NO PARKING,Kodigehalli,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL3138,SCOOTER,3,WRONG PARKING,Vijayanagara,2023-11-29,2024-01-29,HIGH,1500,0
FKN00GL31387,SCOOTER,3,NO PARKING,Kodigehalli,2024-02-10,2024-03-23,HIGH,1500,0
FKN00GL31397,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2024-02-10,2024-04-01,HIGH,1500,0
FKN00GL3118,CAR,3,NO PARKING,"HAL Old Airport, Halasur, Adugodi",2023-11-11,2024-01-29,HIGH,1500,0
FKN00GL25292,SCOOTER,3,NO PARKING,"Rajajinagar, Jeevanbheemanagar",2023-12-14,2024-02-05,HIGH,1500,0
FKN00GL2530,PASSENGER AUTO,3,NO PARKING,"Mahadevapura, HAL Old Airport",2024-01-03,2024-03-15,HIGH,1500,0
FKN00GL25327,BUS (BMTC/KSRTC),3,PARKING IN A MAIN ROAD,"Banaswadi, HAL Old Airport",2024-02-05,2024-03-15,HIGH,1500,0
FKN00GL24958,CAR,3,WRONG PARKING,Hulimavu,2024-02-03,2024-03-02,HIGH,1500,1
FKN00GL2470,SCOOTER,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-03-05,2024-03-15,HIGH,1500,1
FKN00GL25000,CAR,3,WRONG PARKING,"Halasuru Gate, Malleshwaram, Upparpet",2023-12-14,2024-02-15,HIGH,1500,0
FKN00GL25009,SCOOTER,3,NO PARKING,Halasur,2023-12-14,2024-02-04,HIGH,1500,0
FKN00GL25014,MOTOR CYCLE,3,WRONG PARKING,Malleshwaram,2023-11-10,2024-04-06,HIGH,1500,0
FKN00GL25017,PASSENGER AUTO,3,NO PARKING,Jeevanbheemanagar,2024-02-04,2024-02-13,HIGH,1500,1
FKN00GL25023,MOTOR CYCLE,3,NO PARKING,Shivajinagar,2023-11-24,2024-02-04,HIGH,1500,0
FKN00GL2503,PASSENGER AUTO,3,WRONG PARKING,Shivajinagar,2023-12-13,2024-03-22,HIGH,1500,0
FKN00GL25037,TEMPO,3,WRONG PARKING,Halasur,2024-01-07,2024-03-02,HIGH,1500,0
FKN00GL25038,MOPED,3,NO PARKING,Halasur,2024-01-07,2024-03-02,HIGH,1500,0
FKN00GL31486,SCOOTER,3,WRONG PARKING,City Market,2024-01-11,2024-02-10,HIGH,1500,1
FKN00GL31487,PASSENGER AUTO,3,WRONG PARKING,"City Market, Upparpet",2024-01-15,2024-03-10,HIGH,1500,0
FKN00GL31527,CAR,3,WRONG PARKING,Shivajinagar,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL31554,CAR,3,NO PARKING,HAL Old Airport,2023-12-14,2024-03-12,HIGH,1500,0
FKN00GL31583,CAR,3,WRONG PARKING,Malleshwaram,2023-12-28,2024-02-17,HIGH,1500,0
FKN00GL3161,SCOOTER,3,WRONG PARKING,Vijayanagara,2024-01-29,2024-04-04,HIGH,1500,0
FKN00GL24709,SCOOTER,3,NO PARKING,Wilson Garden,2024-02-06,2024-03-16,HIGH,1500,0
FKN00GL24754,SCOOTER,3,NO PARKING,City Market,2023-12-14,2024-02-07,HIGH,1500,0
FKN00GL24772,SCOOTER,3,NO PARKING,City Market,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL24782,PASSENGER AUTO,3,WRONG PARKING,City Market,2024-02-07,2024-04-08,HIGH,1500,0
FKN00GL24802,SCOOTER,3,NO PARKING,"Upparpet, Magadi Road",2024-03-14,2024-03-30,HIGH,1500,1
FKN00GL2460,MOTOR CYCLE,3,NO PARKING,HAL Old Airport,2024-02-20,2024-03-13,HIGH,1500,1
FKN00GL31681,MOTOR CYCLE,3,WRONG PARKING,Malleshwaram,2024-01-11,2024-03-31,HIGH,1500,0
FKN00GL31695,FACTORY BUS,3,WRONG PARKING,"Electronic City, HSR Layout",2024-03-31,2024-04-04,HIGH,1500,1
FKN00GL31708,MOTOR CYCLE,3,PARKING IN A MAIN ROAD,Madiwala,2024-02-10,2024-02-10,HIGH,1500,1
FKN00GL3141,SCOOTER,3,WRONG PARKING,Shivajinagar,2024-03-03,2024-03-28,HIGH,1500,1
FKN00GL31430,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-11-27,2024-04-01,HIGH,1500,0
FKN00GL2485,PASSENGER AUTO,3,NO PARKING,Pulikeshinagar(F.Town),2024-03-27,2024-03-28,HIGH,1500,1
FKN00GL24850,PASSENGER AUTO,3,NO PARKING,"City Market, Malleshwaram, Shivajinagar",2023-12-11,2024-02-18,HIGH,1500,0
FKN00GL24918,CAR,3,NO PARKING,"High ground, Vijayanagara",2023-12-28,2024-03-30,HIGH,1500,0
FKN00GL2493,PASSENGER AUTO,3,NO PARKING,"Jeevanbheemanagar, HAL Old Airport",2024-02-01,2024-03-15,HIGH,1500,0
FKN00GL24952,MOTOR CYCLE,3,WRONG PARKING,Upparpet,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL24667,PASSENGER AUTO,3,WRONG PARKING,Bellandur,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL24668,SCOOTER,3,WRONG PARKING,Bellandur,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL24669,MAXI-CAB,3,WRONG PARKING,Bellandur,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL24670,MAXI-CAB,3,WRONG PARKING,Bellandur,2024-02-07,2024-02-07,HIGH,1500,1
FKN00GL24492,SCOOTER,3,WRONG PARKING,Rajajinagar,2024-02-07,2024-03-12,HIGH,1500,0
FKN00GL24493,SCOOTER,3,WRONG PARKING,Rajajinagar,2024-02-07,2024-03-14,HIGH,1500,0
FKN00GL3177,SCOOTER,3,NO PARKING,"Magadi Road, Chamarajpet",2023-11-11,2024-03-28,HIGH,1500,0
FKN00GL31772,MOTOR CYCLE,3,NO PARKING,"K.R. Pura, Cubbon Park",2024-02-10,2024-03-29,HIGH,1500,0
FKN00GL31781,SCOOTER,3,NO PARKING,Kodigehalli,2024-02-10,2024-02-11,HIGH,1500,1
FKN00GL31808,CAR,3,NO PARKING,Upparpet,2024-03-20,2024-04-01,HIGH,1500,1
FKN00GL31827,MAXI-CAB,3,NO PARKING,"Jeevanbheemanagar, Shivajinagar, Mico Layout",2023-11-15,2024-02-10,HIGH,1500,0
FKN00GL31838,SCOOTER,3,WRONG PARKING,Shivajinagar,2023-12-03,2024-03-31,HIGH,1500,0
FKN00GL31865,MAXI-CAB,3,NO PARKING,Magadi Road,2024-01-02,2024-02-29,HIGH,1500,0
FKN00GL31634,LGV,3,PARKING IN A MAIN ROAD,K.R. Pura,2024-02-09,2024-03-05,HIGH,1500,1
FKN00GL31645,PASSENGER AUTO,3,NO PARKING,Wilson Garden,2024-01-04,2024-04-01,HIGH,1500,0
FKN00GL24706,CAR,3,NO PARKING,Malleshwaram,2024-02-04,2024-03-12,HIGH,1500,0
FKN00GL24446,SCOOTER,3,WRONG PARKING,"Rajajinagar, Vijayanagara",2024-02-06,2024-03-27,HIGH,1500,0
FKN00GL2449,MOTOR CYCLE,3,PARKING IN A MAIN ROAD,HAL Old Airport,2024-03-05,2024-03-15,HIGH,1500,1
FKN00GL24252,CAR,3,WRONG PARKING,"Upparpet, Shivajinagar",2024-01-01,2024-03-30,HIGH,1500,0
FKN00GL32018,CAR,3,NO PARKING,"Halasuru Gate, Upparpet",2024-03-31,2024-03-31,HIGH,1500,1
FKN00GL32080,CAR,3,WRONG PARKING,"Kodigehalli, Rajajinagar",2024-01-01,2024-04-01,HIGH,1500,0
FKN00GL32092,CAR,3,NO PARKING,"Malleshwaram, Shivajinagar",2023-12-24,2024-04-01,HIGH,1500,0
FKN00GL31767,MAXI-CAB,3,WRONG PARKING,"No Police Station, Rajajinagar",2024-02-10,2024-03-26,HIGH,1500,0
